Assist,Assist Outcome,Camera Angle,Chukka,Chukka Length,Club,Collision,Duration,Foul,Foul Outcome,Foul Type,Game,General Field Area,Goal,Highlight Reel,Instant Replay Official,Knock-in Player 2,Location,Match Date,Name,Penalties,Penalty Block,Penalty Outcome,Player,Position,Search Event,Set Play,Shot At Goal,Shot At Goal Outcome,Stage,Team,Third Umpire,Throw-in Outcome,Tournament,Umpire 1,Umpire 2,Umpire Focal,Umpire Trailing,Year
,,Live,Chukka 6,,International Polo Club,,35000,,,,Cessna vs Park Place,Attacking 30,,,Horton Schwartz,,93;18,February 12. 2020,Shot At Goal (22),,,,Alejandro Muzzio,6263466,Search Livestream,,Shot At Goal,Wide,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 6,,International Polo Club,,40000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Knock In (15),,,,Ezequiel ‘Gallego’ Martinez Ferrario,6309164,Search Livestream,Knock In,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 6,,International Polo Club,,20000,Non Call,,Right of Way,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Non Call (2),,,,,6314033,Search Livestream,,,,Group,Team,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 6,,International Polo Club,,25000,Foul,Penalty 30 yards,Crossing,Cessna vs Park Place,Defending 60,,,Horton Schwartz,,53;270,February 12. 2020,Foul (19),,,,Nicolas ‘Nico’ Saenz,6331033,Search Livestream,,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,15;236,85;242,2020
,,Live,Chukka 6,,International Polo Club,,25000,Foul Received,Penalty 30 yards,Crossing,Cessna vs Park Place,Attacking 30,,,Horton Schwartz,,96;36,February 12. 2020,Foul Received (19),,,,Alfredo Bigatti,6331033,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 6,,International Polo Club,,15000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Penalty 30 yards (3),Penalty 30 yards,,Goal,Felipe Viana,6392513,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 6,,International Polo Club,,35000,,,,Cessna vs Park Place,,Goal Park Place,,Horton Schwartz,,,February 12. 2020,Goal Park Place (8),,,,Felipe Viana,6374000,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 6,,International Polo Club,,20000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Throw-in (18),,,,Chip Campbell,6450566,Search Livestream,Throw-in,,,Group,Cessna,Kimo Huddleston,Cessna win throw-in,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 6,,International Polo Club,,30000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Penalty 5 (7),,,,Nicolas ‘Nico’ Saenz,6551906,Search Livestream,Penalty 5,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 6,,International Polo Club,,25000,Foul,Penalty 5,Right of Way,Cessna vs Park Place,Attacking Half,,,Horton Schwartz,,44;109,February 12. 2020,Foul (20),,,,Alejandro Muzzio,6485066,Search Livestream,,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,14;127,92;130,2020
,,Live,Chukka 6,,International Polo Club,,25000,Foul Received,Penalty 5,Right of Way,Cessna vs Park Place,Defending Half,,,Horton Schwartz,,114;184,February 12. 2020,Foul Received (20),,,,Nicolas ‘Nico’ Saenz,6485066,Search Livestream,,,,Group,Cessna,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,,Game Length,International Polo Club,,6532200,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Game Length,,,,,63633,Search Livestream,,,,Group,Team,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 1,Chukka Length,International Polo Club,,446331,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Chukka Length,,,,,59866,Search Livestream,,,,Group,Team,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 2,Chukka Length,International Polo Club,,586126,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Chukka Length (1),,,,,656866,Search Livestream,,,,Group,Team,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 3,Chukka Length,International Polo Club,,907653,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Chukka Length (2),,,,,1488933,Search Livestream,,,,Group,Team,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 4,Chukka Length,International Polo Club,,943270,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Chukka Length (3),,,,,2859166,Search Livestream,,,,Group,Team,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 5,Chukka Length,International Polo Club,,622966,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Chukka Length (4),,,,,3978966,Search Livestream,,,,Group,Team,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 5,Chukka Length,International Polo Club,,172666,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Chukka Length (5),,,,,4819866,Search Livestream,,,,Group,Team,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 5,Chukka Length,International Polo Club,,37775,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Chukka Length (6),,,,,5241433,Search Livestream,,,,Group,Team,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 6,Chukka Length,International Polo Club,,231300,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Chukka Length (7),,,,,5440666,Search Livestream,,,,Group,Team,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 6,Chukka Length,International Polo Club,,130166,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Chukka Length (8),,,,,5952933,Search Livestream,,,,Group,Team,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 6,Chukka Length,International Polo Club,,331831,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Chukka Length (9),,,,,6263633,Search Livestream,,,,Group,Team,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
,,Live,Chukka 1,,International Polo Club,,40000,,,,Cessna vs Park Place,,,,Horton Schwartz,,,February 12. 2020,Knock In (16),,,,Felipe Viana,390333,Search Livestream,Knock In,,,Group,Park Place,Kimo Huddleston,,C.V. Whitney Cup,George Olivas,Ronnie Hayes,,,2020
